userName,content,score,at,appVersion,content_clean
nemin 94,"GK JELAS LAMA² MAIN ML , DIGABUNGIN SAMA TIM² GK BISA MAIN SEMUA, BOCIL² MERESAHKAN GW MULU YANG GENDONG, LAMA² JADI MALES SUMPAH MAIN INI GAME, KALO MATCH SAMA YANG SETARA DONG, TIBA² DIGABUNGIN SAMA TIM GK BISA MAIN TOT LAH",1,2025-10-08 01:11:27,2.1.18.11201,"gk jelas lama² main ml , digabungin sama tim² gk bisa main semua, bocil² meresahkan gw mulu yang gendong, lama² jadi males sumpah main ini game, kalo match sama yang setara dong, tiba² digabungin sama tim gk bisa main tot lah"
IM KING COBALT,"knapa saya ketemu top global, padahal saya menyentuh top provinsi aja belum gak setara blas",1,2025-10-08 01:10:40,2.1.18.11201,"knapa saya ketemu top global, padahal saya menyentuh top provinsi aja belum gak setara blas"
ArDyanZ,"tolong dong misal chat kita termasuk sensitif terus di ilangin, minimal dikasih tau saat itu juga kocakkk, biar kami ga plonga plongo nungguin balesin chat yg ternyata emg ga kekirim",2,2025-10-08 01:08:09,2.1.18.11201,"tolong dong misal chat kita termasuk sensitif terus di ilangin, minimal dikasih tau saat itu juga kocakkk, biar kami ga plonga plongo nungguin balesin chat yg ternyata emg ga kekirim"
Zaenal Mutaqin,game setres,1,2025-10-08 01:06:31,2.1.18.11201,game setres
Zefa Barulia,Game anjing pay to win bangsat,1,2025-10-08 01:06:09,2.1.18.11201,game anjing pay to win bangsat
Hendry Poerba,"game di buat untuk penghilang stres. tapi game yang ini selalu bikin orang jadi stres,gara-gara banyak player yang gak ngerti main nya",1,2025-10-08 01:02:41,2.1.18.11201,"game di buat untuk penghilang stres. tapi game yang ini selalu bikin orang jadi stres,gara-gara banyak player yang gak ngerti main nya"
Raka Wiradinata,"ni game gk bisa bedain skil playernya, masa player jago di kasih tim dongo, mana musuhnya juga jago, trus gw kan main di mytic nah masa ada tim yang nasih epick sih? kan aneh oon ni game",1,2025-10-08 01:00:53,2.1.18.11201,"ni game gk bisa bedain skil playernya, masa player jago di kasih tim dongo, mana musuhnya juga jago, trus gw kan main di mytic nah masa ada tim yang nasih epick sih? kan aneh oon ni game"
Riskii Pratama,game nya sangat seru,5,2025-10-08 00:52:00,,game nya sangat seru
Shof Dil,"game lu jelek banget drafpick nya,dpt tim oot semua yang bener tuh player kalo main",2,2025-10-08 00:51:14,1.9.72.10636,"game lu jelek banget drafpick nya,dpt tim oot semua yang bener tuh player kalo main"
Leo Ardian,"mooonton kon...... tol kasih lawan keras iya tapi kasihlah tim yg berkelas, ajg, naikin 1 bintang aj susahnya minta ampun, kocak lu moonton ngasih tim cacat dark sistem taeklah makin lama ga seru match game ini, ga imbang lu ngasih tim berdasarkan apa ajg moontoon asu",1,2025-10-08 00:50:55,,"mooonton kon...... tol kasih lawan keras iya tapi kasihlah tim yg berkelas, ajg, naikin 1 bintang aj susahnya minta ampun, kocak lu moonton ngasih tim cacat dark sistem taeklah makin lama ga seru match game ini, ga imbang lu ngasih tim berdasarkan apa ajg moontoon asu"
Azniki Games,"matcmaking gamenya ampas,,,, klo ga ktmu musuh yg jago,dikasih tim ampas afk dll, gajelas gamenya, kebanyakan joki jd matchmaking sakarepmu🤦‍♂️🤦‍♂️🥱",1,2025-10-08 00:50:32,,"matcmaking gamenya ampas,,,, klo ga ktmu musuh yg jago,dikasih tim ampas afk dll, gajelas gamenya, kebanyakan joki jd matchmaking sakarepmu🤦‍♂️🤦‍♂️🥱"
Azin Azin,monton gua sebagai user Layla merasa kecewa.untuk skin Layla TEMA Nexus sea jangan di ubah menjadi skin legend gua sebenarnya udah suka desainnya skinnya tapi tolong lah jangan di ubah menjadi skin legend gua udh nunggu skin Layla terbaru ternyata beneran bakal di rilis.saya udh nunggu berapa bulan untuk skin Layla dari awal desainnya.,2,2025-10-08 00:50:11,2.1.18.11201,monton gua sebagai user layla merasa kecewa.untuk skin layla tema nexus sea jangan di ubah menjadi skin legend gua sebenarnya udah suka desainnya skinnya tapi tolong lah jangan di ubah menjadi skin legend gua udh nunggu skin layla terbaru ternyata beneran bakal di rilis.saya udh nunggu berapa bulan untuk skin layla dari awal desainnya.
Rizky Pribadi Ikiw,"Mooton makin kesini makin gak jelas, ngapain juga sih turun season segala tolol amat",1,2025-10-08 00:47:40,2.1.18.11201,"mooton makin kesini makin gak jelas, ngapain juga sih turun season segala tolol amat"
rendi tolos,"saya tidak tahu kenapa saya di bisukan percakapan/mute, game ini mulai tidak mengenakan, setiap solo rank teman sepermainan sering dapat yg tidak bagus, moonton mulai gk asik 👊",1,2025-10-08 00:45:11,2.1.18.11201,"saya tidak tahu kenapa saya di bisukan percakapan/mute, game ini mulai tidak mengenakan, setiap solo rank teman sepermainan sering dapat yg tidak bagus, moonton mulai gk asik 👊"
Sirot Catong,darak sistem terlalu banyak,5,2025-10-08 00:45:09,,darak sistem terlalu banyak
Davina Delmariyani,Vinagriil,1,2025-10-08 00:42:55,1.8.92.9701,vinagriil
Selfi Aja,game penambah streas asu senggel mene,1,2025-10-08 00:42:08,2.1.18.11201,game penambah streas asu senggel mene
Danil Mahesah,untuk player solo malah susah naik makin lama makin bosen mainnya,1,2025-10-08 00:42:05,,untuk player solo malah susah naik makin lama makin bosen mainnya
Abdul Asis,bagus,5,2025-10-08 00:40:47,2.1.18.11201,bagus
Yudi,kasih temen yang ngotak dikit lah babi,1,2025-10-08 00:39:19,2.1.18.11201,kasih temen yang ngotak dikit lah babi
Khalid Abizar,monton babi ngasi tim dark sistem Mulu perbaiki lah monton sistem nya masa ga pernah dapat tim bagus,1,2025-10-08 00:35:07,2.1.18.11201,monton babi ngasi tim dark sistem mulu perbaiki lah monton sistem nya masa ga pernah dapat tim bagus
Rifan Imanda,lostrek trusss di kasii sini lahhh orang yg punya monton betumbok kita,1,2025-10-08 00:33:59,2.1.18.11201,lostrek trusss di kasii sini lahhh orang yg punya monton betumbok kita
Benzema Wakano,"game bikin rusak tim nya ga di ksih yg setara,, pas main tim nya ada yg legend pdhl full mitic +++ ,, hdh moonton'",1,2025-10-08 00:33:36,,"game bikin rusak tim nya ga di ksih yg setara,, pas main tim nya ada yg legend pdhl full mitic +++ ,, hdh moonton'"
M Zuki,luar biasa seru,5,2025-10-08 00:33:15,2.1.18.11201,luar biasa seru
RAMA PRABU,"game babi, main solo di kasi tim kayak bintang semua yang main, hyper yang bodoh itu di ban aja lah akun nya beberapa hari biar gak nyusahin orang terus",1,2025-10-08 00:32:28,2.1.18.11201,"game babi, main solo di kasi tim kayak bintang semua yang main, hyper yang bodoh itu di ban aja lah akun nya beberapa hari biar gak nyusahin orang terus"
Rafadha 19,"GOKIIIILL MOONTON BAGI2 SKIN EPIC GRATIS , MAKIN BETAH MAIN MOBILE LEGENDS",5,2025-10-08 00:30:48,1.9.64.10601,"gokiiiill moonton bagi2 skin epic gratis , makin betah main mobile legends"
Saman Juga,"darksystem banyak, keseimbangan match gak masuk akal kita dapat tim burik musuh kayak penjoki, kalo lo gini terus gak bakal laku bosss",1,2025-10-08 00:28:38,,"darksystem banyak, keseimbangan match gak masuk akal kita dapat tim burik musuh kayak penjoki, kalo lo gini terus gak bakal laku bosss"
Welni Yenti,game gak cocok buat santai santai game banyak dark sistem gak pantas buat dimainin katanya game online kok harus lawan dark sistem,1,2025-10-08 00:27:25,1.9.93.10904,game gak cocok buat santai santai game banyak dark sistem gak pantas buat dimainin katanya game online kok harus lawan dark sistem
Bella syclon,matching kebanyakan orang tolol,1,2025-10-08 00:25:57,2.1.18.11201,matching kebanyakan orang tolol
Muhamad Risky,game apa ini ga adil sama sekali musuh dikasih yang pro giliran tim kita dikasih yang ampas 🤦‍♂️🤦‍♂️ tolong beri tim yang adil ton,1,2025-10-08 00:24:26,,game apa ini ga adil sama sekali musuh dikasih yang pro giliran tim kita dikasih yang ampas 🤦‍♂️🤦‍♂️ tolong beri tim yang adil ton
Bolang Sibolang,Masih ada cheat VIP yang merusak system dilaporkan juga percuma ga berpengaruh masalah sinyal game play bot tidak seimbang cuma mikirin cuan tapi kualitas sinyalnya buruk padahal banyak pemakaian dalam game tersebut tapi tidak ada handle nya dan kenyamanan cuma mikirin grafik menuhi data doang demi cuan kebanyakan korupsi moonton sinyal tuh handle,2,2025-10-08 00:23:48,,masih ada cheat vip yang merusak system dilaporkan juga percuma ga berpengaruh masalah sinyal game play bot tidak seimbang cuma mikirin cuan tapi kualitas sinyalnya buruk padahal banyak pemakaian dalam game tersebut tapi tidak ada handle nya dan kenyamanan cuma mikirin grafik menuhi data doang demi cuan kebanyakan korupsi moonton sinyal tuh handle
Ahmad mhfurozi,UI benerin,1,2025-10-08 00:22:56,2.1.18.11201,ui benerin
Usman 777,walau kecewa sama gema ini aksi b 5 terlalu banyak penjoki yg membuat player pemula gak bisa berkembang mohon donk d tindakan masa game mahal tapi peraturan gak konsisten serasa game murahan,5,2025-10-08 00:20:58,,walau kecewa sama gema ini aksi b 5 terlalu banyak penjoki yg membuat player pemula gak bisa berkembang mohon donk d tindakan masa game mahal tapi peraturan gak konsisten serasa game murahan
Skhimori Waifu gw,ini game kalo makin abdet makin ngeleg aja sinyalnya tiap gua main rank atau cl selalu aja sinyal merah padahal gua dah pake wifi atau data internet tetap aja ngeleg mohon lah Monton benerin sinyal para orang yang main game ini gak enak main kalo sinyalnya ngeleg terus agar gua dan pemain lainnya enak main game ini 🙏🏻😩,2,2025-10-08 00:16:38,,ini game kalo makin abdet makin ngeleg aja sinyalnya tiap gua main rank atau cl selalu aja sinyal merah padahal gua dah pake wifi atau data internet tetap aja ngeleg mohon lah monton benerin sinyal para orang yang main game ini gak enak main kalo sinyalnya ngeleg terus agar gua dan pemain lainnya enak main game ini 🙏🏻😩
Alizea 06,"Moonton ini dongo, kasih tim yang busuk mulu padahal dikit lagi mitik, emng paling bener pindah ke honor aja ml ni rada dongo semua",1,2025-10-08 00:11:36,,"moonton ini dongo, kasih tim yang busuk mulu padahal dikit lagi mitik, emng paling bener pindah ke honor aja ml ni rada dongo semua"
Sulif Sadana,game em bosok su asu,1,2025-10-08 00:10:42,2.1.18.11201,game em bosok su asu
rayinnur _,game kontol asuu,1,2025-10-08 00:10:31,2.1.18.11201,game kontol asuu
Febri Yansyah,Parah sih ml skrang Lawan nya ngak seimbang,1,2025-10-08 00:10:05,2.1.18.11201,parah sih ml skrang lawan nya ngak seimbang
yaret sir,apa lah main ketemu satu tim sama bocil trus tolong monton di perbaiki lagi jdi GK ada sda niat buat main.,3,2025-10-08 00:09:40,2.1.18.11201,apa lah main ketemu satu tim sama bocil trus tolong monton di perbaiki lagi jdi gk ada sda niat buat main.
Ganiyah Almaira,game kontol,1,2025-10-08 00:08:40,2.1.18.11201,game kontol
Brian Malaga Brian,sangat menarik,5,2025-10-08 00:07:33,2.1.20.11202,sangat menarik
Alfa Pradiptama,game anjg ls bae,1,2025-10-08 00:06:53,2.1.18.11201,game anjg ls bae
Sarada Uchiha,"sangat buruk, player tidak jelas, kalah terus",2,2025-10-08 00:06:22,2.1.18.11201,"sangat buruk, player tidak jelas, kalah terus"
AKUN ORIE VELZ,game apaan gini lag mulu najiss,1,2025-10-08 00:05:35,,game apaan gini lag mulu najiss
Senri Bin,sangat suka,5,2025-10-08 00:05:23,2.1.20.11202,sangat suka
Hasanudin,Masih banyak cheater didalam game,5,2025-10-08 00:04:55,2.1.18.11201,masih banyak cheater didalam game
Rere Hikaru,"moonton gila, gak ngotak kalo ngasih tim apalagi kalo mau masuk mytik/glory setan kau game gak guna",1,2025-10-08 00:04:54,,"moonton gila, gak ngotak kalo ngasih tim apalagi kalo mau masuk mytik/glory setan kau game gak guna"
Agus Dwiyana,"game yang sangat bagus karena saat matching diberikan tim yang sangat seimbang tidak ada yang egois bagus, sedikit saran untuk game yang bagus ini untuk memberikan hukuman baned 1 tahun kepada player yang dengan sengaja dan sadar melakukan troll/feeder dalam suatu tim Terima kasih moonton semoga di baca dan salam waras dan sadar",5,2025-10-08 00:04:30,2.1.18.11201,"game yang sangat bagus karena saat matching diberikan tim yang sangat seimbang tidak ada yang egois bagus, sedikit saran untuk game yang bagus ini untuk memberikan hukuman baned 1 tahun kepada player yang dengan sengaja dan sadar melakukan troll/feeder dalam suatu tim terima kasih moonton semoga di baca dan salam waras dan sadar"
Dhaledho 86,lambat masuk main ngelag lagi bikin pusing,5,2025-10-08 00:04:02,2.1.18.11201,lambat masuk main ngelag lagi bikin pusing
Imam Yustihadi,"Banyak nemu musuh menggunakan RW, merugikan player solo, sering ketemu tim brengsek",1,2025-10-08 00:02:53,2.1.18.11201,"banyak nemu musuh menggunakan rw, merugikan player solo, sering ketemu tim brengsek"
Sghsdhhd Dhdhdhhd,jelek sekarang lag parah banyak bug dan patah² bahkan ada chiter yang jarang ketemu,1,2025-10-08 00:02:37,2.1.18.11201,jelek sekarang lag parah banyak bug dan patah² bahkan ada chiter yang jarang ketemu
Muhamad Ridwan,game sampah dapet tim ga adil isinya nya anomali,5,2025-10-08 00:02:29,,game sampah dapet tim ga adil isinya nya anomali
Luay Pia,game setres,1,2025-10-08 00:02:04,2.1.18.11201,game setres
DEMOON RBN,game nya makin berat semenjak update 😌 size nya makin besar - berat bagi device ram 3/4 demi kenyamanan bisa gak di perkecil size nya admin,3,2025-10-08 00:01:52,1.9.47.10372,game nya makin berat semenjak update 😌 size nya makin besar - berat bagi device ram 3/4 demi kenyamanan bisa gak di perkecil size nya admin
CONE TOAD,game kikir,1,2025-10-08 00:01:19,1.5.38.5881,game kikir
D-Ron,"Entahlah bingung, Mungkin dari jaringan",5,2025-10-08 00:00:23,,"entahlah bingung, mungkin dari jaringan"
Nurliya Margo,"we monton,ban para dark sistem/tim"" tolol atau lu gw sant3t ajg",1,2025-10-08 00:00:07,2.1.18.11201,"we monton,ban para dark sistem/tim"" tolol atau lu gw sant3t ajg"
Habil Pdg,"apalh moonton, masa iya main solo ketemu sama epic padahal gua mytic, game kocak, apaan game kek puki ni, mending main HOK gua, kalahpun kalau mvp bintang tetap naik, gua uninstall ajalh, game gak guna gak mutu, mending HOK aja gaess",1,2025-10-07 23:57:06,2.1.18.11201,"apalh moonton, masa iya main solo ketemu sama epic padahal gua mytic, game kocak, apaan game kek puki ni, mending main hok gua, kalahpun kalau mvp bintang tetap naik, gua uninstall ajalh, game gak guna gak mutu, mending hok aja gaess"
Muammar Khadafi,bug mulu game pepek,1,2025-10-07 23:56:56,1.9.48.10373,bug mulu game pepek
IRWAN,pembagian tim tidak sebanding. game jelek oleng bikin sakit kepala,1,2025-10-07 23:51:45,2.1.18.11201,pembagian tim tidak sebanding. game jelek oleng bikin sakit kepala
Kadita Ayu,bagus... hanya saja slalu dpat team bapuk,4,2025-10-07 23:49:31,,bagus... hanya saja slalu dpat team bapuk
Misbah Husudur,gamee idiot,1,2025-10-07 23:49:28,1.8.58.9312,gamee idiot
Syahrull Rmdhaan,"match making tuh benerin moonton ketemu orang stres Mulu setiap main rank percuma ada fitur pilih Lane juga ujung""nya ga guna tetep aja pada egois",1,2025-10-07 23:49:23,2.1.18.11201,"match making tuh benerin moonton ketemu orang stres mulu setiap main rank percuma ada fitur pilih lane juga ujung""nya ga guna tetep aja pada egois"
Taraju Squad,"kagak seimbang kalo main solo, *moonton* ngasih lawan yang stabil dong, jangan terus ngasih yang susah banget, sengaja yah biar aing main terus?, lu udah ngambil hak orang lain waktu sayang di pake ginian doang ngejar bintang apa untung nya sat, lagian aing buat hiburan doang bukan nambah stres sat, mo di bales apa enggak bodo amat",3,2025-10-07 23:48:27,2.1.18.11201,"kagak seimbang kalo main solo, *moonton* ngasih lawan yang stabil dong, jangan terus ngasih yang susah banget, sengaja yah biar aing main terus?, lu udah ngambil hak orang lain waktu sayang di pake ginian doang ngejar bintang apa untung nya sat, lagian aing buat hiburan doang bukan nambah stres sat, mo di bales apa enggak bodo amat"
Reki Harpianza,sangat tidak masuk akal dan sangat buruk lawan nyaa gak sebanding sama ranket kita ....100 x main gak ada yg ketemu yg sebanding,1,2025-10-07 23:47:58,1.7.32.7981,sangat tidak masuk akal dan sangat buruk lawan nyaa gak sebanding sama ranket kita ....100 x main gak ada yg ketemu yg sebanding
magnesium 1,Minimal kalo ngasih tim yg jelas yaa dah muak bgt demi dah,1,2025-10-07 23:47:51,1.9.42.10341,minimal kalo ngasih tim yg jelas yaa dah muak bgt demi dah
Revaldo,"terlalu berlebihan memberi lawan keras buat player kesusahan,tolong di seimbang kan soalnya kami player susah bisa menang 1 kali - kalah lebih dari 10 kali",1,2025-10-07 23:47:37,2.1.18.11201,"terlalu berlebihan memberi lawan keras buat player kesusahan,tolong di seimbang kan soalnya kami player susah bisa menang 1 kali - kalah lebih dari 10 kali"
09Hildan Arsyad Difani,Makin banyak update jaringan ingame makin sampah,2,2025-10-07 23:47:19,2.1.18.11201,makin banyak update jaringan ingame makin sampah
Rizal FF,eh monton lu yang bener aja bikin game ini game bukanya bikin hepi malah bikin gua pusing masak gua main dari jam 7 sampe sekarang jam 3 bintang gua gak naik naik malah turun udah rela ngerusak jam tidur demi sebuah bintang eh malah lose treak lu pikir aja ton malah bikin gua setres sekarang lu bales pesan gau😡,1,2025-10-07 23:45:27,1.8.66.9421,eh monton lu yang bener aja bikin game ini game bukanya bikin hepi malah bikin gua pusing masak gua main dari jam 7 sampe sekarang jam 3 bintang gua gak naik naik malah turun udah rela ngerusak jam tidur demi sebuah bintang eh malah lose treak lu pikir aja ton malah bikin gua setres sekarang lu bales pesan gau😡
Aa Arsya,game kontot,2,2025-10-07 23:45:20,2.1.20.11202,game kontot
Monn,game ini butut,1,2025-10-07 23:44:23,2.1.18.11201,game ini butut
Satria Gito,mau naik ke mytic aja susah gimana. dpet tim feeder terus,1,2025-10-07 23:43:32,2.1.18.11201,mau naik ke mytic aja susah gimana. dpet tim feeder terus
Keysa Laraditha,"prik amat ini game, bukannya happy malah makin stres mainnya. setiap Main Ada aja Patah patah padahal ping bagus Bujank. orang darah tinggian gak cocok main game ini KNTL",1,2025-10-07 23:42:51,2.1.18.11201,"prik amat ini game, bukannya happy malah makin stres mainnya. setiap main ada aja patah patah padahal ping bagus bujank. orang darah tinggian gak cocok main game ini kntl"
Ridho Abdillah 17,taeh,1,2025-10-07 23:42:47,,taeh
Abdullah D'Jamael,gamenya makin rusak aja.,1,2025-10-07 23:40:23,2.1.18.11201,gamenya makin rusak aja.
Risman Pamungkas,"game sampah babi, bikin darah tinggi maen solo cuihhh",1,2025-10-07 23:40:02,2.1.18.11201,"game sampah babi, bikin darah tinggi maen solo cuihhh"
Ahmad Kimochi,"JANGAN DOWLOAD GAME GAK JELAS INI COK, SESAT INI, PINDAH GAME PUBG AJA",1,2025-10-07 23:39:49,2.1.18.11201,"jangan dowload game gak jelas ini cok, sesat ini, pindah game pubg aja"
Roti Bakar,monton kunyuk dikasih tim drak sistem mlu,1,2025-10-07 23:39:32,2.1.18.11201,monton kunyuk dikasih tim drak sistem mlu
agann agan,"makin lama makin rusak ini game, server busuk",1,2025-10-07 23:38:02,2.1.18.11201,"makin lama makin rusak ini game, server busuk"
Rifky Balweel Rifky Balweel,knp tiap saya bermain rank atau celasik sinyal Nya jelek terus padahal pin nya ijo bukan merah mohon di benerin min ini sangat merugikan orang yg bermain rank,5,2025-10-07 23:37:52,2.1.18.11201,knp tiap saya bermain rank atau celasik sinyal nya jelek terus padahal pin nya ijo bukan merah mohon di benerin min ini sangat merugikan orang yg bermain rank
Sunandar,"sinyal busuk sekali, udah cape cape naikin level sinyal tiba2 buruk, game burik sampah asu dasar miskin",1,2025-10-07 23:36:15,2.1.18.11201,"sinyal busuk sekali, udah cape cape naikin level sinyal tiba2 buruk, game burik sampah asu dasar miskin"
Fik Ri,game anjingg bangsdd gajelas ngenttt,1,2025-10-07 23:35:47,,game anjingg bangsdd gajelas ngenttt
The sscholl,main lama afk bentar eh pas selesai match kehitungnya afk dong ah benrin lah ga bener bet gw,1,2025-10-07 23:35:21,,main lama afk bentar eh pas selesai match kehitungnya afk dong ah benrin lah ga bener bet gw
Binsar Sihombing,"kalo aku like bintang 5, kasi mqin musuh yang mudah ya moonton",5,2025-10-07 23:35:04,2.1.18.11201,"kalo aku like bintang 5, kasi mqin musuh yang mudah ya moonton"
Pina Puspita,"tolong kembalikan mobile Legends yang dulu monton!!!aku jadi malas main sekarang,soalnya setiap mau war pasti ngelag,padahal udah pakek wifi tetap aja ngelag,apalagi sering ada bug di game!!!",1,2025-10-07 23:33:52,2.1.18.11201,"tolong kembalikan mobile legends yang dulu monton!!!aku jadi malas main sekarang,soalnya setiap mau war pasti ngelag,padahal udah pakek wifi tetap aja ngelag,apalagi sering ada bug di game!!!"
Aldi Efanri,"sinyal jelek terus, sering mati masuk bass.",3,2025-10-07 23:33:24,2.1.18.11201,"sinyal jelek terus, sering mati masuk bass."
indah sastraqq,"ping sering merah, frame drop, sering tiba tiba lag, tidak pernah ada peningkatan di game ini seperti tidak mendengar keluhan player nya.",2,2025-10-07 23:33:12,,"ping sering merah, frame drop, sering tiba tiba lag, tidak pernah ada peningkatan di game ini seperti tidak mendengar keluhan player nya."
Rz CLy,just game,1,2025-10-07 23:31:46,,just game
Alfan Annas Muzakki,game nya kurang bagus banyak drak sistem,1,2025-10-07 23:31:15,1.9.99.10932,game nya kurang bagus banyak drak sistem
M Pazri,"wahai monton tolong klok lu gk niat ngasih gua naek ke lejen mending lu Ben aj ajy aku aku , setres aku Cok maen nya anjy",5,2025-10-07 23:27:42,2.1.18.11201,"wahai monton tolong klok lu gk niat ngasih gua naek ke lejen mending lu ben aj ajy aku aku , setres aku cok maen nya anjy"
Diki Sugandi,mantapp,5,2025-10-07 23:27:33,2.1.18.11201,mantapp
Akai Akai,gem sampah,1,2025-10-07 23:26:06,2.1.18.11201,gem sampah
Achmad Ridho,apalah moonton ini kasih satu kali menang tiga kali kalah. ini enggk sehari berhari hari aja gitu terus minimal kalo kasih darksystem/bocil kematian 1 atau 2. ini malah dikasih 4 mulai season kemarin pun mau mytic aja gabisa,1,2025-10-07 23:25:25,,apalah moonton ini kasih satu kali menang tiga kali kalah. ini enggk sehari berhari hari aja gitu terus minimal kalo kasih darksystem/bocil kematian 1 atau 2. ini malah dikasih 4 mulai season kemarin pun mau mytic aja gabisa
Yaechan Yourbae,I thing The Best '-',5,2025-10-07 23:24:29,,i thing the best '-'
Natzx 72,aku salah apa bg lose Ampe 5x Ama dark sistem padahal rank epic,1,2025-10-07 23:24:22,2.1.18.11201,aku salah apa bg lose ampe 5x ama dark sistem padahal rank epic
rizki Ff,beuhhhhh game seru broooooo,5,2025-10-07 23:23:59,1.9.99.10932,beuhhhhh game seru broooooo
Suheru Supriyadi,"aplikasi drak sistem,,, makin berkembang bukan makin keren malah makin bobrok bubar mnding hps plikasi ML bikin emosi lu",1,2025-10-07 23:23:57,,"aplikasi drak sistem,,, makin berkembang bukan makin keren malah makin bobrok bubar mnding hps plikasi ml bikin emosi lu"
Mas Dedex,"GAME SAMPAH,,KASIH RANDOM KOK NOOB MAIN NYA..GAK GUNA GUA KILL BANYAK SELALU KALAH....KEMBALIKAN UANG GUA HABIS BELI SKIN.....OBROLAN MUTE MELULU....SAMPAHHHHH",5,2025-10-07 23:23:57,2.1.18.11201,"game sampah,,kasih random kok noob main nya..gak guna gua kill banyak selalu kalah....kembalikan uang gua habis beli skin.....obrolan mute melulu....sampahhhhh"
Na Karina,ls Mulu anj,1,2025-10-07 23:22:09,,ls mulu anj
Lesley Only,tolong benerin sistem match making nya dapet tim nya kasih yang rank nya setara aku baru saja kalah 6 kali disini kalo begini caranya banyak orang akan pindah game,1,2025-10-07 23:21:11,2.1.18.11201,tolong benerin sistem match making nya dapet tim nya kasih yang rank nya setara aku baru saja kalah 6 kali disini kalo begini caranya banyak orang akan pindah game
Raffa,apalah moonton ksih tim tuh yg setara lh ini gua main turun mulu kpn mnang,2,2025-10-07 23:20:50,,apalah moonton ksih tim tuh yg setara lh ini gua main turun mulu kpn mnang
Dimas Soebroto,"tolong fix bug draft pick, lag bgt",3,2025-10-07 23:19:40,2.1.18.11201,"tolong fix bug draft pick, lag bgt"
Dimas Kusuma,"bagi pemula yang belum kecanduan jangan main ini, seperti slot di kasih menang berkali kali setelah itu di kasih kalah terus sampai rungkat ketemu team yang gak bisa main dll",1,2025-10-07 23:18:53,2.1.18.11201,"bagi pemula yang belum kecanduan jangan main ini, seperti slot di kasih menang berkali kali setelah itu di kasih kalah terus sampai rungkat ketemu team yang gak bisa main dll"
Arif Slow,"detik"" kehancuran nih game Aamiin🤲 sdh mulai berkurang playersnya salah satunya kawan"" saya yg sdh mls di bodohi terus sama nih game🤣🤦 game sampah ga adil pembagian teamnya",1,2025-10-07 23:18:03,1.9.11.9836,"detik"" kehancuran nih game aamiin🤲 sdh mulai berkurang playersnya salah satunya kawan"" saya yg sdh mls di bodohi terus sama nih game🤣🤦 game sampah ga adil pembagian teamnya"
Samoell Sam,game paling jelek,1,2025-10-07 23:17:28,1.9.99.10932,game paling jelek
Juwir Juwir,woiii moonton kasih lawan tu yang sepadan lah woi masa dapat tim kayak gak ada kontribusi untuk apaa,1,2025-10-07 23:17:20,1.9.33.10117,woiii moonton kasih lawan tu yang sepadan lah woi masa dapat tim kayak gak ada kontribusi untuk apaa
lolipop ???,"montoon tolol, saya udh main brpa kali kalah trus, menang nya 2 kali kalah nya bisa Sampek 5 kali Gilak emang montoon ini, emang GX ad otak. besok2 di perbaiki LG jangan lah kaya gitu trus, nyengsarain player nya aja emang.",1,2025-10-07 23:13:58,,"montoon tolol, saya udh main brpa kali kalah trus, menang nya 2 kali kalah nya bisa sampek 5 kali gilak emang montoon ini, emang gx ad otak. besok2 di perbaiki lg jangan lah kaya gitu trus, nyengsarain player nya aja emang."
mochaziz firmansyah_,"Bintang 1 dulu, Karna sistem pemilihan team sering terjadinya keadaan tim yang tidak setara, kurang tegas terhadap pemain yang memang berniat untuk ngefeed dalam permainan.",1,2025-10-07 23:13:54,1.9.99.10932,"bintang 1 dulu, karna sistem pemilihan team sering terjadinya keadaan tim yang tidak setara, kurang tegas terhadap pemain yang memang berniat untuk ngefeed dalam permainan."
Ilham Yudistira,game kontol,1,2025-10-07 23:12:36,2.1.18.11201,game kontol
Kang Slentheng,"game bikin stress menang 1x kalah sampai 4 kali game penyeimbangan tim gk adil ,, perbedaan rank bagusan dulu sekarang kaya anj",1,2025-10-07 23:12:34,2.1.18.11201,"game bikin stress menang 1x kalah sampai 4 kali game penyeimbangan tim gk adil ,, perbedaan rank bagusan dulu sekarang kaya anj"
Seunja,makin kesini ini game makin ruksak apalagi masalah jaringan di lobby hijau drapick juga hijau pas mau masuk game tiba tiba nge freeze jaringan terputus ampun parah bener makin kesini padahal penyimpanan ponsel masih luas alhasil harus apk bikin ga nyaman malah muak terus terusan kaya gitu,1,2025-10-07 23:12:12,2.1.18.11201,makin kesini ini game makin ruksak apalagi masalah jaringan di lobby hijau drapick juga hijau pas mau masuk game tiba tiba nge freeze jaringan terputus ampun parah bener makin kesini padahal penyimpanan ponsel masih luas alhasil harus apk bikin ga nyaman malah muak terus terusan kaya gitu
Carlos Steven,game ga jelas banyakan botnya yang maen,1,2025-10-07 23:11:43,2.1.18.11201,game ga jelas banyakan botnya yang maen
Andrean,monton kontol,1,2025-10-07 23:09:59,2.1.18.11201,monton kontol
Yusup 03,knpa skrng jringn bgus tapi ngelag jringan ijo klau merah sih gk slh ini mh hijo tapi kaya jringn merah,4,2025-10-07 23:08:37,2.1.18.11201,knpa skrng jringn bgus tapi ngelag jringan ijo klau merah sih gk slh ini mh hijo tapi kaya jringn merah
Endas Black,pertandingan di atur montoon biar ga naik.ini game paling menjengkelkan,1,2025-10-07 23:08:18,1.9.42.10341,pertandingan di atur montoon biar ga naik.ini game paling menjengkelkan
