userName,content,appVersion,content_clean,tokenized,filtered_tokens,stopwords_removed,stemmed_tokens,slang_replaced,label,self_trained_label
Rendi Official,kenapa suara hiro di dalam ngak ada jadi hilang,2.1.18.11201,kenapa suara hiro di dalam ngak ada jadi hilang,"['kenapa', 'suara', 'hiro', 'di', 'dalam', 'ngak', 'ada', 'jadi', 'hilang']","['kenapa', 'suara', 'hiro', 'di', 'dalam', 'ngak', 'ada', 'jadi', 'hilang']","['kenapa', 'suara', 'hiro', 'dalam', 'ngak', 'hilang']","['kenapa', 'suara', 'hiro', 'di', 'dalam', 'ngak', 'ada', 'jadi', 'hilang']","['kenapa', 'suara', 'hiro', 'di', 'dalam', 'ngak', 'ada', 'jadi', 'hilang']",,negative
HAIDAH,mikir lah player solo susah main ga ada komunikasi malah di kasih dark sistem aneh,2.1.18.11201,mikir lah player solo susah main ga ada komunikasi malah di kasih dark sistem aneh,"['mikir', 'lah', 'player', 'solo', 'susah', 'main', 'ga', 'ada', 'komunikasi', 'malah', 'di', 'kasih', 'dark', 'sistem', 'aneh']","['mikir', 'lah', 'player', 'solo', 'susah', 'main', 'ga', 'ada', 'komunikasi', 'malah', 'di', 'kasih', 'dark', 'sistem', 'aneh']","['mikir', 'susah', 'komunikasi', 'gelap', 'aneh']","['mikir', 'lah', 'player', 'solo', 'susah', 'main', 'ga', 'ada', 'komunikasi', 'malah', 'di', 'kasih', 'dark', 'sistem', 'aneh']","['mikir', 'lah', 'player', 'solo', 'susah', 'main', 'tidak', 'ada', 'komunikasi', 'malah', 'di', 'kasih', 'gelap', 'sistem', 'aneh']",,negative
Dewi wulandari Crp,good,2.1.18.11201,good,['good'],['good'],['good'],['good'],['good'],,negative
Bagus Satria,kenapa sekarang setelah game selesai gak bisa yapping???? Moonton bujang malah dibungkam #timkukuat,,kenapa sekarang setelah game selesai gak bisa yapping???? moonton bujang malah dibungkam #timkukuat,"['kenapa', 'sekarang', 'setelah', 'game', 'selesai', 'gak', 'bisa', 'yapping', '?', '?', '?', '?', 'moonton', 'bujang', 'malah', 'dibungkam', '#', 'timkukuat']","['kenapa', 'sekarang', 'setelah', 'game', 'selesai', 'gak', 'bisa', 'yapping', 'moonton', 'bujang', 'malah', 'dibungkam', 'timkukuat']","['kenapa', 'sekarang', 'selesai', 'yapping', 'bujang', 'bungkam', 'timkukuat']","['kenapa', 'sekarang', 'telah', 'game', 'selesai', 'gak', 'bisa', 'yapping', 'moonton', 'bujang', 'malah', 'bungkam', 'timkukuat']","['kenapa', 'sekarang', 'telah', 'game', 'selesai', 'tidak', 'bisa', 'yapping', 'moonton', 'bujang', 'malah', 'bungkam', 'timkukuat']",,negative
Fadil Ff,monton yatem-piyatu asu i ngekei tim goblog Kabeh meh Munggah mitik e angel e asu jembot,,monton yatem-piyatu asu i ngekei tim goblog kabeh meh munggah mitik e angel e asu jembot,"['monton', 'yatem-piyatu', 'asu', 'i', 'ngekei', 'tim', 'goblog', 'kabeh', 'meh', 'munggah', 'mitik', 'e', 'angel', 'e', 'asu', 'jembot']","['monton', 'yatempiyatu', 'asu', 'i', 'ngekei', 'tim', 'goblog', 'kabeh', 'meh', 'munggah', 'mitik', 'e', 'angel', 'e', 'asu', 'jembot']","['yatempiyatu', 'asu', 'ngekei', 'goblog', 'kabeh', 'meh', 'munggah', 'mitik', 'e', 'angel', 'e', 'asu', 'jembot']","['monton', 'yatempiyatu', 'asu', 'i', 'ngekei', 'tim', 'goblog', 'kabeh', 'meh', 'munggah', 'mitik', 'e', 'angel', 'e', 'asu', 'jembot']","['moonton', 'yatempiyatu', 'asu', 'aku', 'ngekei', 'team', 'goblog', 'kabeh', 'meh', 'munggah', 'mitik', 'e', 'angel', 'e', 'asu', 'jembot']",,negative
Yusril Mahendra,game ga jelas makin lama makin hilang jaringannya game kaya sampah gini,1.9.99.10932,game ga jelas makin lama makin hilang jaringannya game kaya sampah gini,"['game', 'ga', 'jelas', 'makin', 'lama', 'makin', 'hilang', 'jaringannya', 'game', 'kaya', 'sampah', 'gini']","['game', 'ga', 'jelas', 'makin', 'lama', 'makin', 'hilang', 'jaringannya', 'game', 'kaya', 'sampah', 'gini']","['jelas', 'makin', 'lama', 'makin', 'hilang', 'sampah']","['game', 'ga', 'jelas', 'makin', 'lama', 'makin', 'hilang', 'jaring', 'game', 'kaya', 'sampah', 'gin']","['game', 'tidak', 'jelas', 'makin', 'lama', 'makin', 'hilang', 'jaring', 'game', 'seperti', 'sampah', 'game']",,negative
jo hale,"sudah session 38 tapi gamenya makin ke 4nj1ng sama ke tim moontonnya, 1x menang selanjutnya jangan harap akan menang, darksystemnya ga ngotak sama ke developernya, selalu setim dengan binatang. woi @su sampai kapan ada keseimbangan dalam match?????",2.1.18.11201,"sudah session 38 tapi gamenya makin ke 4nj1ng sama ke tim moontonnya, 1x menang selanjutnya jangan harap akan menang, darksystemnya ga ngotak sama ke developernya, selalu setim dengan binatang. woi @su sampai kapan ada keseimbangan dalam match?????","['sudah', 'session', '38', 'tapi', 'gamenya', 'makin', 'ke', '4nj1ng', 'sama', 'ke', 'tim', 'moontonnya', ',', '1x', 'menang', 'selanjutnya', 'jangan', 'harap', 'akan', 'menang', ',', 'darksystemnya', 'ga', 'ngotak', 'sama', 'ke', 'developernya', ',', 'selalu', 'setim', 'dengan', 'binatang', '.', 'woi', '@', 'su', 'sampai', 'kapan', 'ada', 'keseimbangan', 'dalam', 'match', '?', '?', '?', '?', '?']","['sudah', 'session', 'tapi', 'gamenya', 'makin', 'ke', 'njng', 'sama', 'ke', 'tim', 'moontonnya', 'x', 'menang', 'selanjutnya', 'jangan', 'harap', 'akan', 'menang', 'darksystemnya', 'ga', 'ngotak', 'sama', 'ke', 'developernya', 'selalu', 'setim', 'dengan', 'binatang', 'woi', 'su', 'sampai', 'kapan', 'ada', 'keseimbangan', 'dalam', 'match']","['sudah', 'session', 'makin', 'njng', 'moontonnya', 'menang', 'lanjut', 'jangan', 'harap', 'menang', 'darksystemnya', 'ngotak', 'developer', 'selalu', 'binatang', 'buruk', 'su', 'sampai', 'kapan', 'imbang', 'dalam']","['sudah', 'session', 'tapi', 'gamenya', 'makin', 'ke', 'njng', 'sama', 'ke', 'tim', 'moontonnya', 'x', 'menang', 'lanjut', 'jangan', 'harap', 'akan', 'menang', 'darksystemnya', 'ga', 'ngotak', 'sama', 'ke', 'developer', 'selalu', 'tim', 'dengan', 'binatang', 'woi', 'su', 'sampai', 'kapan', 'ada', 'imbang', 'dalam', 'match']","['sudah', 'session', 'tapi', 'game', 'makin', 'ke', 'njng', 'sama', 'ke', 'team', 'moontonnya', 'kali', 'menang', 'lanjut', 'jangan', 'harap', 'akan', 'menang', 'darksystemnya', 'tidak', 'ngotak', 'sama', 'ke', 'developer', 'selalu', 'team', 'dengan', 'binatang', 'buruk', 'su', 'sampai', 'kapan', 'ada', 'imbang', 'dalam', 'match']",,negative
Ibnu hakim 46,lawak,1.9.99.10932,lawak,['lawak'],['lawak'],['lawak'],['lawak'],['lawak'],,negative
Ros Mita,"jaringan lemot truuuuussss,,, baru dikurangi kredit skor nya,,,,, babi kau mobile legend,, dark sistem nya parah,,,,",,"jaringan lemot truuuuussss,,, baru dikurangi kredit skor nya,,,,, babi kau mobile legend,, dark sistem nya parah,,,,","['jaringan', 'lemot', 'truuuuussss', ',', ',', ',', 'baru', 'dikurangi', 'kredit', 'skor', 'nya', ',', ',', ',', ',', ',', 'babi', 'kau', 'mobile', 'legend', ',', ',', 'dark', 'sistem', 'nya', 'parah', ',', ',', ',', ',']","['jaringan', 'lemot', 'trus', 'baru', 'dikurangi', 'kredit', 'skor', 'nya', 'babi', 'kau', 'mobile', 'legend', 'dark', 'sistem', 'nya', 'parah']","['lot', 'baru', 'rang', 'kredit', 'skor', 'babi', 'kau', 'gelap', 'parah']","['jaring', 'lot', 'trus', 'baru', 'rang', 'kredit', 'skor', 'nya', 'babi', 'kau', 'mobile', 'legend', 'dark', 'sistem', 'nya', 'parah']","['jaring', 'lot', 'terus', 'baru', 'rang', 'kredit', 'skor', 'nya', 'babi', 'kau', 'mobile', 'legend', 'gelap', 'sistem', 'nya', 'parah']",,negative
Muhamad Yasin,menang sekali kalah nya sampai lima kali,,menang sekali kalah nya sampai lima kali,"['menang', 'sekali', 'kalah', 'nya', 'sampai', 'lima', 'kali']","['menang', 'sekali', 'kalah', 'nya', 'sampai', 'lima', 'kali']","['menang', 'kalah', 'sampai', 'lima']","['menang', 'sekali', 'kalah', 'nya', 'sampai', 'lima', 'kali']","['menang', 'sekali', 'kalah', 'nya', 'sampai', 'lima', 'kali']",,negative
Mhmdega Jniardi,PEERBAIKI SINYAL NYA MONTON JNGAN KEBANYAKAN EVENT,2.1.18.11201,peerbaiki sinyal nya monton jngan kebanyakan event,"['peerbaiki', 'sinyal', 'nya', 'monton', 'jngan', 'kebanyakan', 'event']","['peerbaiki', 'sinyal', 'nya', 'monton', 'jngan', 'kebanyakan', 'event']","['peerbaiki', 'sinyal', 'jngan', 'banyak', 'event']","['peerbaiki', 'sinyal', 'nya', 'monton', 'jngan', 'banyak', 'event']","['peerbaiki', 'sinyal', 'nya', 'moonton', 'jngan', 'banyak', 'event']",,negative
Nayla Faudzi,seru dan menantang aku sukapake lancelot,2.1.18.11201,seru dan menantang aku sukapake lancelot,"['seru', 'dan', 'menantang', 'aku', 'sukapake', 'lancelot']","['seru', 'dan', 'menantang', 'aku', 'sukapake', 'lancelot']","['seru', 'tantang', 'sukapake', 'lancelot']","['seru', 'dan', 'tantang', 'aku', 'sukapake', 'lancelot']","['seru', 'dan', 'tantang', 'aku', 'sukapake', 'lancelot']",,positive
arya pramudya,game gak normal,2.1.18.11201,game gak normal,"['game', 'gak', 'normal']","['game', 'gak', 'normal']",['normal'],"['game', 'gak', 'normal']","['game', 'tidak', 'normal']",,negative
Adhan Ramadhan,makin kesini server nya ngelag anj,2.1.18.11201,makin kesini server nya ngelag anj,"['makin', 'kesini', 'server', 'nya', 'ngelag', 'anj']","['makin', 'kesini', 'server', 'nya', 'ngelag', 'anj']","['makin', 'server', 'lag', 'anj']","['makin', 'kesini', 'server', 'nya', 'ngelag', 'anj']","['makin', 'kesini', 'server', 'nya', 'lag', 'anj']",,negative
Rifa 97,MONTONNN KENAPA AKU KALAHH TERUSS TONNNN😭😭😭😭 CAPEEEEEE😓😓MONTONNN GA KASIAN APAA SAMA AKU KENAPA SUSANG BENGET KELUAR DARI LEGENDS😭😭😭😭MONTONNNN AKU GAMAU LOSE TERUSSSS CAPEEEEE,2.1.18.11201,montonnn kenapa aku kalahh teruss tonnnn😭😭😭😭 capeeeeee😓😓montonnn ga kasian apaa sama aku kenapa susang benget keluar dari legends😭😭😭😭montonnnn aku gamau lose terussss capeeeee,"['montonnn', 'kenapa', 'aku', 'kalahh', 'teruss', 'tonnnn😭😭😭😭', 'capeeeeee😓😓montonnn', 'ga', 'kasian', 'apaa', 'sama', 'aku', 'kenapa', 'susang', 'benget', 'keluar', 'dari', 'legends😭😭😭😭montonnnn', 'aku', 'gamau', 'lose', 'terussss', 'capeeeee']","['monton', 'kenapa', 'aku', 'kalahh', 'teruss', 'ton', 'capemonton', 'ga', 'kasian', 'apaa', 'sama', 'aku', 'kenapa', 'susang', 'benget', 'keluar', 'dari', 'legendsmonton', 'aku', 'gamau', 'lose', 'terus', 'cape']","['kenapa', 'kalahh', 'teruss', 'ton', 'capemonton', 'kasi', 'apaa', 'kenapa', 'susang', 'benget', 'keluar', 'legendsmonton', 'gamau', 'lose', 'cape']","['monton', 'kenapa', 'aku', 'kalahh', 'teruss', 'ton', 'capemonton', 'ga', 'kasi', 'apaa', 'sama', 'aku', 'kenapa', 'susang', 'benget', 'keluar', 'dari', 'legendsmonton', 'aku', 'gamau', 'lose', 'terus', 'cape']","['moonton', 'kenapa', 'aku', 'kalahh', 'teruss', 'ton', 'capemonton', 'tidak', 'kasi', 'apaa', 'sama', 'aku', 'kenapa', 'susang', 'benget', 'keluar', 'dari', 'legendsmonton', 'aku', 'gamau', 'lose', 'terus', 'cape']",,negative
budi ramos88,"ngelag terus game.... ping merah!!!!!!!!, dapet tim busuk",,"ngelag terus game.... ping merah!!!!!!!!, dapet tim busuk","['ngelag', 'terus', 'game', '....', 'ping', 'merah', '!', '!', '!', '!', '!', '!', '!', '!', ',', 'dapet', 'tim', 'busuk']","['ngelag', 'terus', 'game', 'ping', 'merah', 'dapet', 'tim', 'busuk']","['lag', 'ping', 'merah', 'busuk']","['ngelag', 'terus', 'game', 'ping', 'merah', 'dapet', 'tim', 'busuk']","['lag', 'terus', 'game', 'ping', 'merah', 'dapet', 'team', 'busuk']",,negative
Risky,- ada sistem manajemen data tapi pemain ga bisa milih seluruh data yang cuma mereka mau di download dan ga di download (udah tau Indonesia internetnya lambat di paksa download semua). - di hp kentang sering terjadi ngelag brutal saat pemilihan hero yang dimana itu momen penting yang menentukan kemenangan sebuah match.,2.1.18.11201,- ada sistem manajemen data tapi pemain ga bisa milih seluruh data yang cuma mereka mau di download dan ga di download (udah tau indonesia internetnya lambat di paksa download semua). - di hp kentang sering terjadi ngelag brutal saat pemilihan hero yang dimana itu momen penting yang menentukan kemenangan sebuah match.,"['-', 'ada', 'sistem', 'manajemen', 'data', 'tapi', 'pemain', 'ga', 'bisa', 'milih', 'seluruh', 'data', 'yang', 'cuma', 'mereka', 'mau', 'di', 'download', 'dan', 'ga', 'di', 'download', '(', 'udah', 'tau', 'indonesia', 'internetnya', 'lambat', 'di', 'paksa', 'download', 'semua', ')', '.', '-', 'di', 'hp', 'kentang', 'sering', 'terjadi', 'ngelag', 'brutal', 'saat', 'pemilihan', 'hero', 'yang', 'dimana', 'itu', 'momen', 'penting', 'yang', 'menentukan', 'kemenangan', 'sebuah', 'match', '.']","['ada', 'sistem', 'manajemen', 'data', 'tapi', 'pemain', 'ga', 'bisa', 'milih', 'seluruh', 'data', 'yang', 'cuma', 'mereka', 'mau', 'di', 'download', 'dan', 'ga', 'di', 'download', 'udah', 'tau', 'indonesia', 'internetnya', 'lambat', 'di', 'paksa', 'download', 'semua', 'di', 'hp', 'kentang', 'sering', 'terjadi', 'ngelag', 'brutal', 'saat', 'pemilihan', 'hero', 'yang', 'dimana', 'itu', 'momen', 'penting', 'yang', 'menentukan', 'kemenangan', 'sebuah', 'match']","['manajemen', 'milih', 'seluruh', 'cuma', 'indonesia', 'internetnya', 'lambat', 'paksa', 'semua', 'kentang', 'lag', 'brutal', 'pilih', 'mana', 'momen', 'penting', 'tentu', 'menang', 'buah']","['ada', 'sistem', 'manajemen', 'data', 'tapi', 'main', 'ga', 'bisa', 'milih', 'seluruh', 'data', 'yang', 'cuma', 'mereka', 'mau', 'di', 'download', 'dan', 'ga', 'di', 'download', 'udah', 'tau', 'indonesia', 'internetnya', 'lambat', 'di', 'paksa', 'download', 'semua', 'di', 'hp', 'kentang', 'sering', 'jadi', 'ngelag', 'brutal', 'saat', 'pilih', 'hero', 'yang', 'mana', 'itu', 'momen', 'penting', 'yang', 'tentu', 'menang', 'buah', 'match']","['ada', 'sistem', 'manajemen', 'data', 'tapi', 'main', 'tidak', 'bisa', 'milih', 'seluruh', 'data', 'yang', 'cuma', 'mereka', 'mau', 'di', 'download', 'dan', 'tidak', 'di', 'download', 'udah', 'tau', 'indonesia', 'internetnya', 'lambat', 'di', 'paksa', 'download', 'semua', 'di', 'hp', 'kentang', 'sering', 'jadi', 'lag', 'brutal', 'saat', 'pilih', 'hero', 'yang', 'mana', 'itu', 'momen', 'penting', 'yang', 'tentu', 'menang', 'buah', 'match']",,negative
Ananta Firmansa,game pokimai ga masuk akal sedangkan musuh jago tim kayak poqi,,game pokimai ga masuk akal sedangkan musuh jago tim kayak poqi,"['game', 'pokimai', 'ga', 'masuk', 'akal', 'sedangkan', 'musuh', 'jago', 'tim', 'kayak', 'poqi']","['game', 'pokimai', 'ga', 'masuk', 'akal', 'sedangkan', 'musuh', 'jago', 'tim', 'kayak', 'poqi']","['pokimai', 'masuk', 'akal', 'sedang', 'musuh', 'jago', 'poqi']","['game', 'pokimai', 'ga', 'masuk', 'akal', 'sedang', 'musuh', 'jago', 'tim', 'kayak', 'poqi']","['game', 'pokimai', 'tidak', 'masuk', 'akal', 'sedang', 'musuh', 'jago', 'team', 'seperti', 'poqi']",,negative
Virgiawan lutfi kuncoro,binatangnya gw beri 1 dan aku hapus game ini karna banyak bug setelah update sekian dan wasalam 😡,1.9.48.10373,binatangnya gw beri 1 dan aku hapus game ini karna banyak bug setelah update sekian dan wasalam 😡,"['binatangnya', 'gw', 'beri', '1', 'dan', 'aku', 'hapus', 'game', 'ini', 'karna', 'banyak', 'bug', 'setelah', 'update', 'sekian', 'dan', 'wasalam', '😡']","['binatangnya', 'gw', 'beri', 'dan', 'aku', 'hapus', 'game', 'ini', 'karna', 'banyak', 'bug', 'setelah', 'update', 'sekian', 'dan', 'wasalam']","['binatang', 'beri', 'hapus', 'banyak', 'bug', 'update', 'sekian', 'wasalam']","['binatang', 'gw', 'beri', 'dan', 'aku', 'hapus', 'game', 'ini', 'karna', 'banyak', 'bug', 'telah', 'update', 'sekian', 'dan', 'wasalam']","['binatang', 'aku', 'beri', 'dan', 'aku', 'hapus', 'game', 'ini', 'karena', 'banyak', 'bug', 'telah', 'update', 'sekian', 'dan', 'wasalam']",,negative
Os Kar,aneh,,aneh,['aneh'],['aneh'],['aneh'],['aneh'],['aneh'],,negative
Aura Mulia,seru bgt gamenya udh main 8th ga bosen bosen,,seru bgt gamenya udh main 8th ga bosen bosen,"['seru', 'bgt', 'gamenya', 'udh', 'main', '8th', 'ga', 'bosen', 'bosen']","['seru', 'bgt', 'gamenya', 'udh', 'main', 'th', 'ga', 'bosen', 'bosen']","['seru', 'banget', 'sudah', 'th', 'bosen', 'bosen']","['seru', 'bgt', 'gamenya', 'udh', 'main', 'th', 'ga', 'bosen', 'bosen']","['seru', 'banget', 'game', 'sudah', 'main', 'th', 'tidak', 'bosen', 'bosen']",,positive
Bagas 559,"Dari season kemarin main cuam di puter-puter , menang sama kalah nya itu bisa sama terus. rank naik enggak turun juga enggak stuck di situ terus, padahal dari 100 macth mvp gua 64X mau kalah atau menang. (KASIH MVP DI TEAM PRIVILEGE)",2.1.18.11201,"dari season kemarin main cuam di puter-puter , menang sama kalah nya itu bisa sama terus. rank naik enggak turun juga enggak stuck di situ terus, padahal dari 100 macth mvp gua 64x mau kalah atau menang. (kasih mvp di team privilege)","['dari', 'season', 'kemarin', 'main', 'cuam', 'di', 'puter-puter', ',', 'menang', 'sama', 'kalah', 'nya', 'itu', 'bisa', 'sama', 'terus', '.', 'rank', 'naik', 'enggak', 'turun', 'juga', 'enggak', 'stuck', 'di', 'situ', 'terus', ',', 'padahal', 'dari', '100', 'macth', 'mvp', 'gua', '64x', 'mau', 'kalah', 'atau', 'menang', '.', '(', 'kasih', 'mvp', 'di', 'team', 'privilege', ')']","['dari', 'season', 'kemarin', 'main', 'cuam', 'di', 'puterputer', 'menang', 'sama', 'kalah', 'nya', 'itu', 'bisa', 'sama', 'terus', 'rank', 'naik', 'enggak', 'turun', 'juga', 'enggak', 'stuck', 'di', 'situ', 'terus', 'padahal', 'dari', 'macth', 'mvp', 'gua', 'x', 'mau', 'kalah', 'atau', 'menang', 'kasih', 'mvp', 'di', 'team', 'privilege']","['season', 'kemarin', 'cuam', 'puterputer', 'menang', 'kalah', 'naik', 'enggak', 'turun', 'enggak', 'stuck', 'situ', 'macth', 'mvp', 'kalah', 'menang', 'mvp', 'privilege']","['dari', 'season', 'kemarin', 'main', 'cuam', 'di', 'puterputer', 'menang', 'sama', 'kalah', 'nya', 'itu', 'bisa', 'sama', 'terus', 'rank', 'naik', 'enggak', 'turun', 'juga', 'enggak', 'stuck', 'di', 'situ', 'terus', 'padahal', 'dari', 'macth', 'mvp', 'gua', 'x', 'mau', 'kalah', 'atau', 'menang', 'kasih', 'mvp', 'di', 'team', 'privilege']","['dari', 'season', 'kemarin', 'main', 'cuam', 'di', 'puterputer', 'menang', 'sama', 'kalah', 'nya', 'itu', 'bisa', 'sama', 'terus', 'rank', 'naik', 'enggak', 'turun', 'juga', 'enggak', 'stuck', 'di', 'situ', 'terus', 'padahal', 'dari', 'macth', 'mvp', 'aku', 'kali', 'mau', 'kalah', 'atau', 'menang', 'kasih', 'mvp', 'di', 'team', 'privilege']",,negative
Ucup Gemoy,MOONTON SEKRANG NGASI TEAM TOLOL SEMUA,,moonton sekrang ngasi team tolol semua,"['moonton', 'sekrang', 'ngasi', 'team', 'tolol', 'semua']","['moonton', 'sekrang', 'ngasi', 'team', 'tolol', 'semua']","['sekrang', 'ngasi', 'tolol', 'semua']","['moonton', 'sekrang', 'ngasi', 'team', 'tolol', 'semua']","['moonton', 'sekrang', 'ngasi', 'team', 'tolol', 'semua']",,negative
Ali Qli,i like it,2.1.18.11201,i like it,"['i', 'like', 'it']","['i', 'like', 'it']","['like', 'it']","['i', 'like', 'it']","['aku', 'like', 'it']",,negative
Rey Kyoko,Game rusak jaringan bermasalah terus,,game rusak jaringan bermasalah terus,"['game', 'rusak', 'jaringan', 'bermasalah', 'terus']","['game', 'rusak', 'jaringan', 'bermasalah', 'terus']","['rusak', 'masalah']","['game', 'rusak', 'jaring', 'masalah', 'terus']","['game', 'rusak', 'jaring', 'masalah', 'terus']",,negative
Gilang Ubai,game ga jelas tiba tiba d kurangi kredit skor gw padahal ngga ngapa ngapain,2.1.18.11201,game ga jelas tiba tiba d kurangi kredit skor gw padahal ngga ngapa ngapain,"['game', 'ga', 'jelas', 'tiba', 'tiba', 'd', 'kurangi', 'kredit', 'skor', 'gw', 'padahal', 'ngga', 'ngapa', 'ngapain']","['game', 'ga', 'jelas', 'tiba', 'tiba', 'd', 'kurangi', 'kredit', 'skor', 'gw', 'padahal', 'ngga', 'ngapa', 'ngapain']","['jelas', 'd', 'kurang', 'kredit', 'skor', 'ngga', 'ngapa', 'ngapain']","['game', 'ga', 'jelas', 'tiba', 'tiba', 'd', 'kurang', 'kredit', 'skor', 'gw', 'padahal', 'ngga', 'ngapa', 'ngapain']","['game', 'tidak', 'jelas', 'tiba', 'tiba', 'd', 'kurang', 'kredit', 'skor', 'aku', 'padahal', 'ngga', 'ngapa', 'ngapain']",,negative
Wahyu 123,suka ngelek gak karuan lagi dipen ngelek tiba tiba jaringan bagus padahal tolong la monton jangan rusak kenyamanan kami player,,suka ngelek gak karuan lagi dipen ngelek tiba tiba jaringan bagus padahal tolong la monton jangan rusak kenyamanan kami player,"['suka', 'ngelek', 'gak', 'karuan', 'lagi', 'dipen', 'ngelek', 'tiba', 'tiba', 'jaringan', 'bagus', 'padahal', 'tolong', 'la', 'monton', 'jangan', 'rusak', 'kenyamanan', 'kami', 'player']","['suka', 'ngelek', 'gak', 'karuan', 'lagi', 'dipen', 'ngelek', 'tiba', 'tiba', 'jaringan', 'bagus', 'padahal', 'tolong', 'la', 'monton', 'jangan', 'rusak', 'kenyamanan', 'kami', 'player']","['suka', 'lag', 'karuan', 'pen', 'lag', 'bagus', 'tolong', 'jangan', 'rusak', 'nyaman']","['suka', 'ngelek', 'gak', 'karuan', 'lagi', 'pen', 'ngelek', 'tiba', 'tiba', 'jaring', 'bagus', 'padahal', 'tolong', 'la', 'monton', 'jangan', 'rusak', 'nyaman', 'kami', 'player']","['suka', 'lag', 'tidak', 'karuan', 'lagi', 'pen', 'lag', 'tiba', 'tiba', 'jaring', 'bagus', 'padahal', 'tolong', 'la', 'moonton', 'jangan', 'rusak', 'nyaman', 'kami', 'player']",,negative
Alvino dwi saputra,gemm jembot kontol asu tempek ml pekeok akeh drak sistem coknasu,,gemm jembot kontol asu tempek ml pekeok akeh drak sistem coknasu,"['gemm', 'jembot', 'kontol', 'asu', 'tempek', 'ml', 'pekeok', 'akeh', 'drak', 'sistem', 'coknasu']","['gemm', 'jembot', 'kontol', 'asu', 'tempek', 'ml', 'pekeok', 'akeh', 'drak', 'sistem', 'coknasu']","['gemm', 'jembot', 'kontol', 'asu', 'tempek', 'keok', 'akeh', 'gelap', 'coknasu']","['gemm', 'jembot', 'kontol', 'asu', 'tempek', 'ml', 'keok', 'akeh', 'drak', 'sistem', 'coknasu']","['gemm', 'jembot', 'kontol', 'asu', 'tempek', 'ml', 'keok', 'akeh', 'gelap', 'sistem', 'coknasu']",,negative
Bocil Saja,gem kikir bgst ajg bikin losstreak mulu,2.1.18.11201,gem kikir bgst ajg bikin losstreak mulu,"['gem', 'kikir', 'bgst', 'ajg', 'bikin', 'losstreak', 'mulu']","['gem', 'kikir', 'bgst', 'ajg', 'bikin', 'losstreak', 'mulu']","['kikir', 'bgst', 'ajg', 'losstreak']","['gem', 'kikir', 'bgst', 'ajg', 'bikin', 'losstreak', 'mulu']","['game', 'kikir', 'bgst', 'ajg', 'bikin', 'losstreak', 'mulu']",,negative
muhammad Ibnu yana,"Gem nya si bagus cuman sistemnya ga ngotak dapet tim pada ga bisa maen, trus kadang siyal jelek,trus lagi pus dpet musuhnya jago semua giliran tim sendiri jelek trus, KLO lgi pusreng dpet musuhnya jgo semua.",,"gem nya si bagus cuman sistemnya ga ngotak dapet tim pada ga bisa maen, trus kadang siyal jelek,trus lagi pus dpet musuhnya jago semua giliran tim sendiri jelek trus, klo lgi pusreng dpet musuhnya jgo semua.","['gem', 'nya', 'si', 'bagus', 'cuman', 'sistemnya', 'ga', 'ngotak', 'dapet', 'tim', 'pada', 'ga', 'bisa', 'maen', ',', 'trus', 'kadang', 'siyal', 'jelek', ',', 'trus', 'lagi', 'pus', 'dpet', 'musuhnya', 'jago', 'semua', 'giliran', 'tim', 'sendiri', 'jelek', 'trus', ',', 'klo', 'lgi', 'pusreng', 'dpet', 'musuhnya', 'jgo', 'semua', '.']","['gem', 'nya', 'si', 'bagus', 'cuman', 'sistemnya', 'ga', 'ngotak', 'dapet', 'tim', 'pada', 'ga', 'bisa', 'maen', 'trus', 'kadang', 'siyal', 'jelek', 'trus', 'lagi', 'pus', 'dpet', 'musuhnya', 'jago', 'semua', 'giliran', 'tim', 'sendiri', 'jelek', 'trus', 'klo', 'lgi', 'pusreng', 'dpet', 'musuhnya', 'jgo', 'semua']","['bagus', 'ngotak', 'kadang', 'siyal', 'jelek', 'pus', 'dpet', 'musuh', 'jago', 'semua', 'sendiri', 'jelek', 'lgi', 'pusreng', 'dpet', 'musuh', 'jgo', 'semua']","['gem', 'nya', 'si', 'bagus', 'cuman', 'sistem', 'ga', 'ngotak', 'dapet', 'tim', 'pada', 'ga', 'bisa', 'maen', 'trus', 'kadang', 'siyal', 'jelek', 'trus', 'lagi', 'pus', 'dpet', 'musuh', 'jago', 'semua', 'gilir', 'tim', 'sendiri', 'jelek', 'trus', 'klo', 'lgi', 'pusreng', 'dpet', 'musuh', 'jgo', 'semua']","['game', 'nya', 'si', 'bagus', 'hanya', 'sistem', 'tidak', 'ngotak', 'dapet', 'team', 'pada', 'tidak', 'bisa', 'main', 'terus', 'kadang', 'siyal', 'jelek', 'terus', 'lagi', 'pus', 'dpet', 'musuh', 'jago', 'semua', 'gilir', 'team', 'sendiri', 'jelek', 'terus', 'kalau', 'lgi', 'pusreng', 'dpet', 'musuh', 'jgo', 'semua']",,negative
