userName,content,appVersion,content_clean,tokenized,filtered_tokens,stopwords_removed,stemmed_tokens,slang_replaced,label
Lands Vanz,"apalah ini ketemu tim gak setara sama musuh bahkan bisa dibilang lebih banyak kalah dari pada menang cara gameplay nya gimana main rank juga win and lost banyak lost/kalah, baru menang sekali kalah nya 4 kali menang 2 kali kalah 6 kali perasaan dimoba lain gak terlalu begini, jujur aja saya player main solo tolong hargai pemain solo",11.1.1.4,"apalah ini ketemu tim gak setara sama musuh bahkan bisa dibilang lebih banyak kalah dari pada menang cara gameplay nya gimana main rank juga win and lost banyak lost/kalah, baru menang sekali kalah nya 4 kali menang 2 kali kalah 6 kali perasaan dimoba lain gak terlalu begini, jujur aja saya player main solo tolong hargai pemain solo","['apalah', 'ini', 'ketemu', 'tim', 'gak', 'setara', 'sama', 'musuh', 'bahkan', 'bisa', 'dibilang', 'lebih', 'banyak', 'kalah', 'dari', 'pada', 'menang', 'cara', 'gameplay', 'nya', 'gimana', 'main', 'rank', 'juga', 'win', 'and', 'lost', 'banyak', 'lost/kalah', ',', 'baru', 'menang', 'sekali', 'kalah', 'nya', '4', 'kali', 'menang', '2', 'kali', 'kalah', '6', 'kali', 'perasaan', 'dimoba', 'lain', 'gak', 'terlalu', 'begini', ',', 'jujur', 'aja', 'saya', 'player', 'main', 'solo', 'tolong', 'hargai', 'pemain', 'solo']","['apalah', 'ini', 'ketemu', 'tim', 'gak', 'setara', 'sama', 'musuh', 'bahkan', 'bisa', 'dibilang', 'lebih', 'banyak', 'kalah', 'dari', 'pada', 'menang', 'cara', 'gameplay', 'nya', 'gimana', 'main', 'rank', 'juga', 'win', 'and', 'lost', 'banyak', 'lostkalah', 'baru', 'menang', 'sekali', 'kalah', 'nya', 'kali', 'menang', 'kali', 'kalah', 'kali', 'perasaan', 'dimoba', 'lain', 'gak', 'terlalu', 'begini', 'jujur', 'aja', 'saya', 'player', 'main', 'solo', 'tolong', 'hargai', 'pemain', 'solo']","['ketemu', 'musuh', 'bahkan', 'bilang', 'lebih', 'banyak', 'kalah', 'menang', 'gimana', 'win', 'and', 'lost', 'banyak', 'lostkalah', 'baru', 'menang', 'kalah', 'menang', 'kalah', 'asa', 'dimoba', 'lain', 'terlalu', 'begini', 'jujur', 'tolong', 'harga']","['apa', 'ini', 'ketemu', 'tim', 'gak', 'tara', 'sama', 'musuh', 'bahkan', 'bisa', 'bilang', 'lebih', 'banyak', 'kalah', 'dari', 'pada', 'menang', 'cara', 'gameplay', 'nya', 'gimana', 'main', 'rank', 'juga', 'win', 'and', 'lost', 'banyak', 'lostkalah', 'baru', 'menang', 'sekali', 'kalah', 'nya', 'kali', 'menang', 'kali', 'kalah', 'kali', 'asa', 'dimoba', 'lain', 'gak', 'terlalu', 'begini', 'jujur', 'aja', 'saya', 'player', 'main', 'solo', 'tolong', 'harga', 'main', 'solo']","['apa', 'ini', 'ketemu', 'team', 'tidak', 'tara', 'sama', 'musuh', 'bahkan', 'bisa', 'bilang', 'lebih', 'banyak', 'kalah', 'dari', 'pada', 'menang', 'cara', 'gameplay', 'nya', 'gimana', 'main', 'rank', 'juga', 'win', 'and', 'lost', 'banyak', 'lostkalah', 'baru', 'menang', 'sekali', 'kalah', 'nya', 'kali', 'menang', 'kali', 'kalah', 'kali', 'asa', 'dimoba', 'lain', 'tidak', 'terlalu', 'begini', 'jujur', 'aja', 'aku', 'player', 'main', 'solo', 'tolong', 'harga', 'main', 'solo']",negative
Andita Chandra Kowara,game ini bodoh tidak mau akun ban permanent dan udah banyak jasa joki akun kalah feeder sengaja itu pura pura serang demi tim musuh menang dan dapatin top tup buat beli skin mahal. mending gua uninstall nanti bulan depan,11.1.1.4,game ini bodoh tidak mau akun ban permanent dan udah banyak jasa joki akun kalah feeder sengaja itu pura pura serang demi tim musuh menang dan dapatin top tup buat beli skin mahal. mending gua uninstall nanti bulan depan,"['game', 'ini', 'bodoh', 'tidak', 'mau', 'akun', 'ban', 'permanent', 'dan', 'udah', 'banyak', 'jasa', 'joki', 'akun', 'kalah', 'feeder', 'sengaja', 'itu', 'pura', 'pura', 'serang', 'demi', 'tim', 'musuh', 'menang', 'dan', 'dapatin', 'top', 'tup', 'buat', 'beli', 'skin', 'mahal', '.', 'mending', 'gua', 'uninstall', 'nanti', 'bulan', 'depan']","['game', 'ini', 'bodoh', 'tidak', 'mau', 'akun', 'ban', 'permanent', 'dan', 'udah', 'banyak', 'jasa', 'joki', 'akun', 'kalah', 'feeder', 'sengaja', 'itu', 'pura', 'pura', 'serang', 'demi', 'tim', 'musuh', 'menang', 'dan', 'dapatin', 'top', 'tup', 'buat', 'beli', 'skin', 'mahal', 'mending', 'gua', 'uninstall', 'nanti', 'bulan', 'depan']","['bodoh', 'akun', 'ban', 'permanent', 'banyak', 'jasa', 'joki', 'akun', 'kalah', 'feeder', 'sengaja', 'pura', 'pura', 'serang', 'demi', 'musuh', 'menang', 'dapatin', 'top', 'tup', 'skin', 'mahal', 'mending', 'uninstall', 'nanti', 'bulan']","['game', 'ini', 'bodoh', 'tidak', 'mau', 'akun', 'ban', 'permanent', 'dan', 'udah', 'banyak', 'jasa', 'joki', 'akun', 'kalah', 'feeder', 'sengaja', 'itu', 'pura', 'pura', 'serang', 'demi', 'tim', 'musuh', 'menang', 'dan', 'dapatin', 'top', 'tup', 'buat', 'beli', 'skin', 'mahal', 'mending', 'gua', 'uninstall', 'nanti', 'bulan', 'depan']","['game', 'ini', 'bodoh', 'tidak', 'mau', 'akun', 'ban', 'permanent', 'dan', 'udah', 'banyak', 'jasa', 'joki', 'akun', 'kalah', 'feeder', 'sengaja', 'itu', 'pura', 'pura', 'serang', 'demi', 'team', 'musuh', 'menang', 'dan', 'dapatin', 'top', 'tup', 'buat', 'beli', 'skin', 'mahal', 'mending', 'aku', 'uninstall', 'nanti', 'bulan', 'depan']",negative
Muhammad ayup Permadani,"tolong buatin hok yang versi litenya di Indonesia pliss,mau main di hpku tapi kehalang ram 😭😭😭",,"tolong buatin hok yang versi litenya di indonesia pliss,mau main di hpku tapi kehalang ram 😭😭😭","['tolong', 'buatin', 'hok', 'yang', 'versi', 'litenya', 'di', 'indonesia', 'pliss', ',', 'mau', 'main', 'di', 'hpku', 'tapi', 'kehalang', 'ram', '😭😭😭']","['tolong', 'buatin', 'hok', 'yang', 'versi', 'litenya', 'di', 'indonesia', 'pliss', 'mau', 'main', 'di', 'hpku', 'tapi', 'kehalang', 'ram']","['tolong', 'buatin', 'versi', 'litenya', 'indonesia', 'pliss', 'hpku', 'halang', 'ram']","['tolong', 'buatin', 'hok', 'yang', 'versi', 'litenya', 'di', 'indonesia', 'pliss', 'mau', 'main', 'di', 'hpku', 'tapi', 'halang', 'ram']","['tolong', 'buatin', 'hok', 'yang', 'versi', 'litenya', 'di', 'indonesia', 'pliss', 'mau', 'main', 'di', 'hpku', 'tapi', 'halang', 'ram']",neutral
Arik Andry,game terburuk yang pernah saya mainkan... sangat sangat menyesal saya donwload game ini.. serasa main sama komputer.. game apa ini.. mending game sebelah.. udah stun hero nya gak ngotak.. lama bener diem nya.. sampai habis nyawa baru bisa gerak.. anjuran saya kalo bisa main game sebelah aja.. game dragsistem ini..,11.1.1.4,game terburuk yang pernah saya mainkan... sangat sangat menyesal saya donwload game ini.. serasa main sama komputer.. game apa ini.. mending game sebelah.. udah stun hero nya gak ngotak.. lama bener diem nya.. sampai habis nyawa baru bisa gerak.. anjuran saya kalo bisa main game sebelah aja.. game dragsistem ini..,"['game', 'terburuk', 'yang', 'pernah', 'saya', 'mainkan', '...', 'sangat', 'sangat', 'menyesal', 'saya', 'donwload', 'game', 'ini', '..', 'serasa', 'main', 'sama', 'komputer', '..', 'game', 'apa', 'ini', '..', 'mending', 'game', 'sebelah', '..', 'udah', 'stun', 'hero', 'nya', 'gak', 'ngotak', '..', 'lama', 'bener', 'diem', 'nya', '..', 'sampai', 'habis', 'nyawa', 'baru', 'bisa', 'gerak', '..', 'anjuran', 'saya', 'kalo', 'bisa', 'main', 'game', 'sebelah', 'aja', '..', 'game', 'dragsistem', 'ini', '..']","['game', 'terburuk', 'yang', 'pernah', 'saya', 'mainkan', 'sangat', 'sangat', 'menyesal', 'saya', 'donwload', 'game', 'ini', 'serasa', 'main', 'sama', 'komputer', 'game', 'apa', 'ini', 'mending', 'game', 'sebelah', 'udah', 'stun', 'hero', 'nya', 'gak', 'ngotak', 'lama', 'bener', 'diem', 'nya', 'sampai', 'habis', 'nyawa', 'baru', 'bisa', 'gerak', 'anjuran', 'saya', 'kalo', 'bisa', 'main', 'game', 'sebelah', 'aja', 'game', 'dragsistem', 'ini']","['buruk', 'pernah', 'sesal', 'donwload', 'serasa', 'komputer', 'mending', 'stun', 'ngotak', 'lama', 'benar', 'diem', 'sampai', 'habis', 'nyawa', 'baru', 'gerak', 'anjur', 'dragsistem']","['game', 'buruk', 'yang', 'pernah', 'saya', 'main', 'sangat', 'sangat', 'sesal', 'saya', 'donwload', 'game', 'ini', 'serasa', 'main', 'sama', 'komputer', 'game', 'apa', 'ini', 'mending', 'game', 'belah', 'udah', 'stun', 'hero', 'nya', 'gak', 'ngotak', 'lama', 'bener', 'diem', 'nya', 'sampai', 'habis', 'nyawa', 'baru', 'bisa', 'gerak', 'anjur', 'saya', 'kalo', 'bisa', 'main', 'game', 'belah', 'aja', 'game', 'dragsistem', 'ini']","['game', 'buruk', 'yang', 'pernah', 'aku', 'main', 'sangat', 'sangat', 'sesal', 'aku', 'donwload', 'game', 'ini', 'serasa', 'main', 'sama', 'komputer', 'game', 'apa', 'ini', 'mending', 'game', 'belah', 'udah', 'stun', 'hero', 'nya', 'tidak', 'ngotak', 'lama', 'benar', 'diem', 'nya', 'sampai', 'habis', 'nyawa', 'baru', 'bisa', 'gerak', 'anjur', 'aku', 'kalau', 'bisa', 'main', 'game', 'belah', 'aja', 'game', 'dragsistem', 'ini']",negative
Kei Amakura,"aneh, orang lain yang minta tuker hero, malah gw yang kena report ambil lane orang",11.1.1.4,"aneh, orang lain yang minta tuker hero, malah gw yang kena report ambil lane orang","['aneh', ',', 'orang', 'lain', 'yang', 'minta', 'tuker', 'hero', ',', 'malah', 'gw', 'yang', 'kena', 'report', 'ambil', 'lane', 'orang']","['aneh', 'orang', 'lain', 'yang', 'minta', 'tuker', 'hero', 'malah', 'gw', 'yang', 'kena', 'report', 'ambil', 'lane', 'orang']","['aneh', 'lain', 'minta', 'tuker', 'kena', 'report', 'ambil']","['aneh', 'orang', 'lain', 'yang', 'minta', 'tuker', 'hero', 'malah', 'gw', 'yang', 'kena', 'report', 'ambil', 'lane', 'orang']","['aneh', 'orang', 'lain', 'yang', 'minta', 'tuker', 'hero', 'malah', 'aku', 'yang', 'kena', 'report', 'ambil', 'lane', 'orang']",negative
Gamia 666,suka saya loh...,11.1.1.4,suka saya loh...,"['suka', 'saya', 'loh', '...']","['suka', 'saya', 'loh']",['suka'],"['suka', 'saya', 'loh']","['suka', 'aku', 'loh']",positive
Nugi feri Yantoo,game busuk.. sinyal bagus tapi gak bisa gerak,,game busuk.. sinyal bagus tapi gak bisa gerak,"['game', 'busuk', '..', 'sinyal', 'bagus', 'tapi', 'gak', 'bisa', 'gerak']","['game', 'busuk', 'sinyal', 'bagus', 'tapi', 'gak', 'bisa', 'gerak']","['busuk', 'sinyal', 'bagus', 'gerak']","['game', 'busuk', 'sinyal', 'bagus', 'tapi', 'gak', 'bisa', 'gerak']","['game', 'busuk', 'sinyal', 'bagus', 'tapi', 'tidak', 'bisa', 'gerak']",negative
Tria Anes,nge bug mlu kyak ML,9.4.1.4,nge bug mlu kyak ml,"['nge', 'bug', 'mlu', 'kyak', 'ml']","['nge', 'bug', 'mlu', 'kyak', 'ml']","['bug', 'mlu', 'kyak']","['nge', 'bug', 'mlu', 'kyak', 'ml']","['nge', 'bug', 'mlu', 'kyak', 'ml']",negative
nazeera faizah,"damage turet kurang kurang kurang kurang sakit , yg di lane apalagi di base",,"damage turet kurang kurang kurang kurang sakit , yg di lane apalagi di base","['damage', 'turet', 'kurang', 'kurang', 'kurang', 'kurang', 'sakit', ',', 'yg', 'di', 'lane', 'apalagi', 'di', 'base']","['damage', 'turet', 'kurang', 'kurang', 'kurang', 'kurang', 'sakit', 'yg', 'di', 'lane', 'apalagi', 'di', 'base']","['damage', 'turet', 'kurang', 'kurang', 'kurang', 'kurang', 'sakit', 'base']","['damage', 'turet', 'kurang', 'kurang', 'kurang', 'kurang', 'sakit', 'yg', 'di', 'lane', 'apalagi', 'di', 'base']","['damage', 'turet', 'kurang', 'kurang', 'kurang', 'kurang', 'sakit', 'yang', 'di', 'lane', 'apalagi', 'di', 'base']",neutral
abi hasabi,JANGAN DOWNLOAD GAME INI 1. BANYAK PEMAIN TOLOL TERUTAMA PHILIPNE 2. NGABISIN KUOTA 3. BUAT ANDA KESEL BISA LOSE 10X NANTI ALASAN SEUSAI GACHA RANDOM ALASAN AJA ADMINYA 4. KELUHAN ANDA DI CUEKIN KAYA NEGRI KONOHA. 5. KALO GA PERCAYA CEK SENDIRI KALO UDA DI TIER ATAS ANDA BISA BANTING HP,11.1.1.4,jangan download game ini 1. banyak pemain tolol terutama philipne 2. ngabisin kuota 3. buat anda kesel bisa lose 10x nanti alasan seusai gacha random alasan aja adminya 4. keluhan anda di cuekin kaya negri konoha. 5. kalo ga percaya cek sendiri kalo uda di tier atas anda bisa banting hp,"['jangan', 'download', 'game', 'ini', '1.', 'banyak', 'pemain', 'tolol', 'terutama', 'philipne', '2.', 'ngabisin', 'kuota', '3.', 'buat', 'anda', 'kesel', 'bisa', 'lose', '10x', 'nanti', 'alasan', 'seusai', 'gacha', 'random', 'alasan', 'aja', 'adminya', '4.', 'keluhan', 'anda', 'di', 'cuekin', 'kaya', 'negri', 'konoha', '.', '5.', 'kalo', 'ga', 'percaya', 'cek', 'sendiri', 'kalo', 'uda', 'di', 'tier', 'atas', 'anda', 'bisa', 'banting', 'hp']","['jangan', 'download', 'game', 'ini', 'banyak', 'pemain', 'tolol', 'terutama', 'philipne', 'ngabisin', 'kuota', 'buat', 'anda', 'kesel', 'bisa', 'lose', 'x', 'nanti', 'alasan', 'seusai', 'gacha', 'random', 'alasan', 'aja', 'adminya', 'keluhan', 'anda', 'di', 'cuekin', 'kaya', 'negri', 'konoha', 'kalo', 'ga', 'percaya', 'cek', 'sendiri', 'kalo', 'uda', 'di', 'tier', 'atas', 'anda', 'bisa', 'banting', 'hp']","['jangan', 'banyak', 'tolol', 'utama', 'philipne', 'ngabisin', 'kuota', 'kesel', 'lose', 'nanti', 'alas', 'usai', 'gacha', 'random', 'alas', 'adminya', 'keluh', 'cuekin', 'negri', 'konoha', 'percaya', 'cek', 'sendiri', 'uda', 'tier', 'atas', 'banting']","['jangan', 'download', 'game', 'ini', 'banyak', 'main', 'tolol', 'utama', 'philipne', 'ngabisin', 'kuota', 'buat', 'anda', 'kesel', 'bisa', 'lose', 'x', 'nanti', 'alas', 'usai', 'gacha', 'random', 'alas', 'aja', 'adminya', 'keluh', 'anda', 'di', 'cuekin', 'kaya', 'negri', 'konoha', 'kalo', 'ga', 'percaya', 'cek', 'sendiri', 'kalo', 'uda', 'di', 'tier', 'atas', 'anda', 'bisa', 'banting', 'hp']","['jangan', 'download', 'game', 'ini', 'banyak', 'main', 'tolol', 'utama', 'philipne', 'ngabisin', 'kuota', 'buat', 'kamu', 'kesel', 'bisa', 'lose', 'kali', 'nanti', 'alas', 'usai', 'gacha', 'random', 'alas', 'aja', 'adminya', 'keluh', 'kamu', 'di', 'cuekin', 'seperti', 'negri', 'konoha', 'kalau', 'tidak', 'percaya', 'cek', 'sendiri', 'kalau', 'uda', 'di', 'tier', 'atas', 'kamu', 'bisa', 'banting', 'hp']",negative
Shan Gobeg06,secara penyeluruhan game ini sangat spektakuler tapi kalian tau sendirilah tenchent games itu kalo ngasih data itu pasti nguras penyimpanan banyak baget cuy tapiya dia juga ngasih grafis yang sangat memanjakan mata untuk kita semua. tanks untuk developer terutama untuk tenchen gua salut ama lo kalo buat game itu gak tau gagal. dan saran gua untuk game ini supaya ngehidupin lagi chess rush tolong developer. trimakasih itu saja,10.5.1.12,secara penyeluruhan game ini sangat spektakuler tapi kalian tau sendirilah tenchent games itu kalo ngasih data itu pasti nguras penyimpanan banyak baget cuy tapiya dia juga ngasih grafis yang sangat memanjakan mata untuk kita semua. tanks untuk developer terutama untuk tenchen gua salut ama lo kalo buat game itu gak tau gagal. dan saran gua untuk game ini supaya ngehidupin lagi chess rush tolong developer. trimakasih itu saja,"['secara', 'penyeluruhan', 'game', 'ini', 'sangat', 'spektakuler', 'tapi', 'kalian', 'tau', 'sendirilah', 'tenchent', 'games', 'itu', 'kalo', 'ngasih', 'data', 'itu', 'pasti', 'nguras', 'penyimpanan', 'banyak', 'baget', 'cuy', 'tapiya', 'dia', 'juga', 'ngasih', 'grafis', 'yang', 'sangat', 'memanjakan', 'mata', 'untuk', 'kita', 'semua', '.', 'tanks', 'untuk', 'developer', 'terutama', 'untuk', 'tenchen', 'gua', 'salut', 'ama', 'lo', 'kalo', 'buat', 'game', 'itu', 'gak', 'tau', 'gagal', '.', 'dan', 'saran', 'gua', 'untuk', 'game', 'ini', 'supaya', 'ngehidupin', 'lagi', 'chess', 'rush', 'tolong', 'developer', '.', 'trimakasih', 'itu', 'saja']","['secara', 'penyeluruhan', 'game', 'ini', 'sangat', 'spektakuler', 'tapi', 'kalian', 'tau', 'sendirilah', 'tenchent', 'games', 'itu', 'kalo', 'ngasih', 'data', 'itu', 'pasti', 'nguras', 'penyimpanan', 'banyak', 'baget', 'cuy', 'tapiya', 'dia', 'juga', 'ngasih', 'grafis', 'yang', 'sangat', 'memanjakan', 'mata', 'untuk', 'kita', 'semua', 'tanks', 'untuk', 'developer', 'terutama', 'untuk', 'tenchen', 'gua', 'salut', 'ama', 'lo', 'kalo', 'buat', 'game', 'itu', 'gak', 'tau', 'gagal', 'dan', 'saran', 'gua', 'untuk', 'game', 'ini', 'supaya', 'ngehidupin', 'lagi', 'chess', 'rush', 'tolong', 'developer', 'trimakasih', 'itu', 'saja']","['seluruh', 'spektakuler', 'sendiri', 'tenchent', 'games', 'beri', 'pasti', 'nguras', 'banyak', 'baget', 'cuy', 'tapiya', 'dia', 'beri', 'grafis', 'manja', 'mata', 'semua', 'tanks', 'developer', 'utama', 'tenchen', 'salut', 'lo', 'gagal', 'saran', 'ngehidupin', 'chess', 'rush', 'tolong', 'developer', 'terimakasih']","['cara', 'seluruh', 'game', 'ini', 'sangat', 'spektakuler', 'tapi', 'kalian', 'tau', 'sendiri', 'tenchent', 'games', 'itu', 'kalo', 'ngasih', 'data', 'itu', 'pasti', 'nguras', 'simpan', 'banyak', 'baget', 'cuy', 'tapiya', 'dia', 'juga', 'ngasih', 'grafis', 'yang', 'sangat', 'manja', 'mata', 'untuk', 'kita', 'semua', 'tanks', 'untuk', 'developer', 'utama', 'untuk', 'tenchen', 'gua', 'salut', 'ama', 'lo', 'kalo', 'buat', 'game', 'itu', 'gak', 'tau', 'gagal', 'dan', 'saran', 'gua', 'untuk', 'game', 'ini', 'supaya', 'ngehidupin', 'lagi', 'chess', 'rush', 'tolong', 'developer', 'trimakasih', 'itu', 'saja']","['cara', 'seluruh', 'game', 'ini', 'sangat', 'spektakuler', 'tapi', 'kalian', 'tau', 'sendiri', 'tenchent', 'games', 'itu', 'kalau', 'beri', 'data', 'itu', 'pasti', 'nguras', 'simpan', 'banyak', 'baget', 'cuy', 'tapiya', 'dia', 'juga', 'beri', 'grafis', 'yang', 'sangat', 'manja', 'mata', 'untuk', 'kita', 'semua', 'tanks', 'untuk', 'developer', 'utama', 'untuk', 'tenchen', 'aku', 'salut', 'ama', 'lo', 'kalau', 'buat', 'game', 'itu', 'tidak', 'tau', 'gagal', 'dan', 'saran', 'aku', 'untuk', 'game', 'ini', 'supaya', 'ngehidupin', 'lagi', 'chess', 'rush', 'tolong', 'developer', 'terimakasih', 'itu', 'saja']",neutral
HYANG IMAN KINASIH GUSTI,"hanya saran saja di-update kedepan untuk lane sesuaikan dengan rank tertinggi dari lane tersebut sering kali ketemu tim dimana rank tertingginya di mid lane tapi dia dapat jungle lane sedangkan yang dapet mid, rank lane tertingginya itu support jadi tidak seimbang sama sekali dan malah berujung menjadi ajang coba coba hero saja",11.1.1.4,"hanya saran saja di-update kedepan untuk lane sesuaikan dengan rank tertinggi dari lane tersebut sering kali ketemu tim dimana rank tertingginya di mid lane tapi dia dapat jungle lane sedangkan yang dapet mid, rank lane tertingginya itu support jadi tidak seimbang sama sekali dan malah berujung menjadi ajang coba coba hero saja","['hanya', 'saran', 'saja', 'di-update', 'kedepan', 'untuk', 'lane', 'sesuaikan', 'dengan', 'rank', 'tertinggi', 'dari', 'lane', 'tersebut', 'sering', 'kali', 'ketemu', 'tim', 'dimana', 'rank', 'tertingginya', 'di', 'mid', 'lane', 'tapi', 'dia', 'dapat', 'jungle', 'lane', 'sedangkan', 'yang', 'dapet', 'mid', ',', 'rank', 'lane', 'tertingginya', 'itu', 'support', 'jadi', 'tidak', 'seimbang', 'sama', 'sekali', 'dan', 'malah', 'berujung', 'menjadi', 'ajang', 'coba', 'coba', 'hero', 'saja']","['hanya', 'saran', 'saja', 'diupdate', 'kedepan', 'untuk', 'lane', 'sesuaikan', 'dengan', 'rank', 'tertinggi', 'dari', 'lane', 'tersebut', 'sering', 'kali', 'ketemu', 'tim', 'dimana', 'rank', 'tertingginya', 'di', 'mid', 'lane', 'tapi', 'dia', 'dapat', 'jungle', 'lane', 'sedangkan', 'yang', 'dapet', 'mid', 'rank', 'lane', 'tertingginya', 'itu', 'support', 'jadi', 'tidak', 'seimbang', 'sama', 'sekali', 'dan', 'malah', 'berujung', 'menjadi', 'ajang', 'coba', 'coba', 'hero', 'saja']","['saran', 'diupdate', 'sesuai', 'tinggi', 'sebut', 'ketemu', 'mana', 'tinggi', 'mid', 'dia', 'jungle', 'sedang', 'mid', 'tinggi', 'support', 'imbang', 'ujung', 'ajang', 'coba', 'coba']","['hanya', 'saran', 'saja', 'diupdate', 'depan', 'untuk', 'lane', 'sesuai', 'dengan', 'rank', 'tinggi', 'dari', 'lane', 'sebut', 'sering', 'kali', 'ketemu', 'tim', 'mana', 'rank', 'tinggi', 'di', 'mid', 'lane', 'tapi', 'dia', 'dapat', 'jungle', 'lane', 'sedang', 'yang', 'dapet', 'mid', 'rank', 'lane', 'tinggi', 'itu', 'support', 'jadi', 'tidak', 'imbang', 'sama', 'sekali', 'dan', 'malah', 'ujung', 'jadi', 'ajang', 'coba', 'coba', 'hero', 'saja']","['hanya', 'saran', 'saja', 'diupdate', 'depan', 'untuk', 'lane', 'sesuai', 'dengan', 'rank', 'tinggi', 'dari', 'lane', 'sebut', 'sering', 'kali', 'ketemu', 'team', 'mana', 'rank', 'tinggi', 'di', 'mid', 'lane', 'tapi', 'dia', 'dapat', 'jungle', 'lane', 'sedang', 'yang', 'dapet', 'mid', 'rank', 'lane', 'tinggi', 'itu', 'support', 'jadi', 'tidak', 'imbang', 'sama', 'sekali', 'dan', 'malah', 'ujung', 'jadi', 'ajang', 'coba', 'coba', 'hero', 'saja']",neutral
Uye Junior,okey pokoknya,11.1.1.4,okey pokoknya,"['okey', 'pokoknya']","['okey', 'pokoknya']","['oke', 'pokok']","['okey', 'pokok']","['oke', 'pokok']",positive
fandhy gaming,game rusak kalah mulu,,game rusak kalah mulu,"['game', 'rusak', 'kalah', 'mulu']","['game', 'rusak', 'kalah', 'mulu']","['rusak', 'kalah']","['game', 'rusak', 'kalah', 'mulu']","['game', 'rusak', 'kalah', 'mulu']",negative
Kenzo,awalnya ingin mencoba maen game ini. awalnya oke banget ini game dimainkan normal2 aja. pas sudah sampai Gold 4 setiap masuk mode ranked selalu terputus jaringan. padahal maen di mode normal lancar. kok di mode ranked selalu terputus jaringan nya. tolong di perbaiki lagi. kalo masih seperti itu terus saya mau hapus aja game nya. mending maen game MOBA Laen,11.1.1.4,awalnya ingin mencoba maen game ini. awalnya oke banget ini game dimainkan normal2 aja. pas sudah sampai gold 4 setiap masuk mode ranked selalu terputus jaringan. padahal maen di mode normal lancar. kok di mode ranked selalu terputus jaringan nya. tolong di perbaiki lagi. kalo masih seperti itu terus saya mau hapus aja game nya. mending maen game moba laen,"['awalnya', 'ingin', 'mencoba', 'maen', 'game', 'ini', '.', 'awalnya', 'oke', 'banget', 'ini', 'game', 'dimainkan', 'normal2', 'aja', '.', 'pas', 'sudah', 'sampai', 'gold', '4', 'setiap', 'masuk', 'mode', 'ranked', 'selalu', 'terputus', 'jaringan', '.', 'padahal', 'maen', 'di', 'mode', 'normal', 'lancar', '.', 'kok', 'di', 'mode', 'ranked', 'selalu', 'terputus', 'jaringan', 'nya', '.', 'tolong', 'di', 'perbaiki', 'lagi', '.', 'kalo', 'masih', 'seperti', 'itu', 'terus', 'saya', 'mau', 'hapus', 'aja', 'game', 'nya', '.', 'mending', 'maen', 'game', 'moba', 'laen']","['awalnya', 'ingin', 'mencoba', 'maen', 'game', 'ini', 'awalnya', 'oke', 'banget', 'ini', 'game', 'dimainkan', 'normal', 'aja', 'pas', 'sudah', 'sampai', 'gold', 'setiap', 'masuk', 'mode', 'ranked', 'selalu', 'terputus', 'jaringan', 'padahal', 'maen', 'di', 'mode', 'normal', 'lancar', 'kok', 'di', 'mode', 'ranked', 'selalu', 'terputus', 'jaringan', 'nya', 'tolong', 'di', 'perbaiki', 'lagi', 'kalo', 'masih', 'seperti', 'itu', 'terus', 'saya', 'mau', 'hapus', 'aja', 'game', 'nya', 'mending', 'maen', 'game', 'moba', 'laen']","['coba', 'oke', 'banget', 'normal', 'sudah', 'sampai', 'gold', 'masuk', 'ranked', 'selalu', 'putus', 'normal', 'lancar', 'ranked', 'selalu', 'putus', 'tolong', 'baik', 'hapus', 'mending', 'laen']","['awal', 'ingin', 'coba', 'maen', 'game', 'ini', 'awal', 'oke', 'banget', 'ini', 'game', 'main', 'normal', 'aja', 'pas', 'sudah', 'sampai', 'gold', 'tiap', 'masuk', 'mode', 'ranked', 'selalu', 'putus', 'jaring', 'padahal', 'maen', 'di', 'mode', 'normal', 'lancar', 'kok', 'di', 'mode', 'ranked', 'selalu', 'putus', 'jaring', 'nya', 'tolong', 'di', 'baik', 'lagi', 'kalo', 'masih', 'seperti', 'itu', 'terus', 'saya', 'mau', 'hapus', 'aja', 'game', 'nya', 'mending', 'maen', 'game', 'moba', 'laen']","['awal', 'ingin', 'coba', 'main', 'game', 'ini', 'awal', 'oke', 'banget', 'ini', 'game', 'main', 'normal', 'aja', 'pas', 'sudah', 'sampai', 'gold', 'tiap', 'masuk', 'mode', 'ranked', 'selalu', 'putus', 'jaring', 'padahal', 'main', 'di', 'mode', 'normal', 'lancar', 'kok', 'di', 'mode', 'ranked', 'selalu', 'putus', 'jaring', 'nya', 'tolong', 'di', 'baik', 'lagi', 'kalau', 'masih', 'seperti', 'itu', 'terus', 'aku', 'mau', 'hapus', 'aja', 'game', 'nya', 'mending', 'main', 'game', 'moba', 'laen']",positive
